rooms_num_square,type_offer,price_period,views,likes,address,apartment_complex,floors,furniture,series,building_type_year,added_ago,condition,link
"2-комн. кв., 80 м2",от собственника,4 000 сом/сутки,554,,"Бишкек, ЖД вокзал, Панфилова 145",Premiere Palace,4 этаж из 15,полностью меблирована,элитка,"кирпичный, 2018 г.",Добавлено 10 месяцев назад,евроремонт,https://www.house.kg/details/2756050642c45fb0b0b60-91872350
"2-комн. кв., 43 м2",от собственника,40 000 сом/мес.,921,1,"Бишкек, 3 м-н/Донецкий",,4 этаж из 4,полностью меблирована,104 серия,панельный,Добавлено 1 месяц назад,хорошее,https://www.house.kg/details/5318146659996e95da486-40990862
"2-комн. кв., 87 м2",от собственника,60 735 сом/мес.,752,,"Бишкек, Магистраль, Токомбаева стр. 21/2",Keremet LIFE,7 этаж из 12,,элитка,монолитный,Добавлено 1 месяц назад,евроремонт,https://www.house.kg/details/569304965998e4f474d59-90446954
"1-комн. кв., 36 м2",от собственника,30 000 сом/мес.,849,3,"Бишкек, Асанбай м-н, Асанбай",,1 этаж из 5,,105 серия,панельный,Добавлено 1 месяц назад,евроремонт,https://www.house.kg/details/34976826599512289bef1-00017391
"3-комн. кв., 80 м2",от агента,65 073 сом/мес.,1872,,"Бишкек, Магистраль, Токомбаева/Куттубаева",Жилой квартал New York City,7 этаж из 12,,элитка,"монолитный, 2022 г.",Добавлено 2 месяца назад,евроремонт,https://www.house.kg/details/8192960658909d24a98b9-93441424
"2-комн. кв., 95 м2",от собственника,56 396 сом/мес.,918,6,"Бишкек, Горького - Панфилова, Каракульская 1",Ак Барс,8 этаж из 9,,элитка,"монолитный, 2017 г.",Добавлено 5 месяцев назад,евроремонт,https://www.house.kg/details/6961569650a744dc85d98-67379505
"3-комн. кв., 156 м2",от собственника,104 116 сом/мес.,737,3,"Бишкек, Бишкек-Парк, Турусбекова 88/2/Пушкина",,3 этаж из 9,полностью меблирована,индивид. планировка,"кирпичный, 2018 г.",Добавлено 1 месяц назад,евроремонт,https://www.house.kg/details/2389026598e6616dbe23-90364600
"3-комн. кв., 100 м2",от собственника,86 764 сом/мес.,740,3,"Бишкек, Госрегистр, пр. Чингиза Айтматова 4",Жилой комплекс «Ботанический сад»,9 этаж из 12,полностью меблирована,элитка,"монолитный, 2019 г.",Добавлено 3 месяца назад,евроремонт,https://www.house.kg/details/851712365586c372da953-58637861
"2-комн. кв., 60 м2",от собственника,3 150 сом/сутки,454,,"Бишкек, Цирк/Дворец бракосочетания, Тыныстанова 138",Панфилов,6 этаж из 9,,элитка,"кирпичный, 2015 г.",Добавлено 1 месяц назад,евроремонт,https://www.house.kg/details/24200276597da26cadab4-77239910
"3-комн. кв., 58 м2",от агента,45 000 сом/мес.,1662,,"Бишкек, 5 м-н",,4 этаж из 4,,104 серия,"панельный, 65 г.",Добавлено 1 месяц назад,хорошее,https://www.house.kg/details/10052396597a5aae16dd3-13806900
"2-комн. кв., 60 м2",от собственника,40 000 сом/мес.,1253,,"Бишкек, Аламедин-1 м-н 52",,1 этаж из 5,полностью меблирована,105 серия,панельный,Добавлено 1 месяц назад,евроремонт,https://www.house.kg/details/906489659796f1d84eb6-53520971
"1-комн. кв., 33 м2",от собственника,25 000 сом/мес.,2467,12,"Бишкек, Асанбай м-н",,5 этаж из 5,,105 серия,панельный,Добавлено 2 месяца назад,хорошее,https://www.house.kg/details/7362759658d6cc1bbf2e4-67504457
"1-комн. кв., 50 м2",от собственника,56 396 сом/мес.,719,1,"Бишкек, Карла Маркса, Карасаева",,10 этаж из 10,полностью меблирована,индивид. планировка,"монолитный, 2020 г.",Добавлено 1 месяц назад,хорошее,https://www.house.kg/details/10578146596b3f454ff73-67624563
"1-комн. кв., 58 м2",от собственника,60 735 сом/мес.,757,1,"Бишкек, Академия Наук, Абдымомунова/Уметалиева",Ак-Марал,9 этаж из 13,полностью меблирована,элитка,"кирпичный, 2019 г.",Добавлено 1 месяц назад,евроремонт,https://www.house.kg/details/686172165969673a8d765-57154595
"2-комн. кв., 80 м2",от агента,65 073 сом/мес.,709,,"Бишкек, КНУ, филармония",,6 этаж из 12,,элитка,кирпичный,Добавлено 1 месяц назад,хорошее,https://www.house.kg/details/623381265968a37799582-21139187
"1-комн. кв., 33 м2",от агента,30 000 сом/мес.,813,,"Бишкек, 5 м-н, Шопена",,9 этаж из 9,,105 серия,"панельный, 68 г.",Добавлено 1 месяц назад,хорошее,https://www.house.kg/details/55044486596819e495f81-78969786
"2-комн. кв., 62 м2",от собственника,73 749 сом/мес.,321,,"Бишкек, ЖД вокзал/Боконбаева/Эркиндик",,3 этаж из 3,полностью меблирована,сталинка,кирпичный,Добавлено 2 месяца назад,евроремонт,https://www.house.kg/details/42407806573a64280f658-98509513
"2-комн. кв., 50 м2",от собственника,36 000 сом/мес.,1582,1,"Бишкек, ТЭЦ, Лермонтова 8/Ворошилова",,1 этаж из 5,,индивид. планировка,кирпичный,Добавлено 1 месяц назад,среднее,https://www.house.kg/details/46181656596466fd2c723-33125148
"1-комн. кв., 35 м2",от собственника,2 200 сом/сутки,4093,14,"Бишкек, Юг-2 м-н",,9 этаж из 9,полностью меблирована,105 серия,"панельный, 1990 г.",Добавлено 1 год назад,среднее,https://www.house.kg/details/2874448632ee56eca79d6-24105086
"1-комн. кв., 30 м2",от собственника,1 800 сом/сутки,606,2,"Бишкек, Шлагбаум, Дэн Сяопин 10 10/Интергельпо",,2 этаж из 3,полностью меблирована,хрущевка,"кирпичный, 1967 г.",Добавлено 1 месяц назад,хорошее,https://www.house.kg/details/86404736596175a7a68e9-82933903
"5-комн. кв., 190 м2",от собственника,104 116 сом/мес.,609,4,"Бишкек, Московская - Уметалиева, Тимирязева 80",,3 этаж из 10,полностью меблирована,элитка,"кирпичный, 2004 г.",Добавлено 3 месяца назад,евроремонт,https://www.house.kg/details/68907596550e0745f4011-61700250
"2-комн. кв., 48 м2",от собственника,3 037 сом/сутки,1023,1,"Бишкек, 3 м-н, Суеркулова 25/Kарламркса",,1 этаж из 5,,104 серия,панельный,Добавлено 1 месяц назад,хорошее,https://www.house.kg/details/7179985659559a4b6bcc2-06597662
"2-комн. кв., 84 м2",от собственника,65 073 сом/мес.,2159,3,"Бишкек, Парк Панфилова/Спартак, Жумабек 64/б/Дзержинского",,4 этаж из 9,полностью меблирована,элитка,кирпичный,Добавлено 1 месяц назад,евроремонт,https://www.house.kg/details/535963665950f8d538f46-09726426
